domain,amount,history,hospital_network,damage_cost,policy_duration,income,loan_amount,fraud
Life,205741,5,0,82899,8.56,58221,411698,0
Financial,62093,1,0,3663,3.52,88219,421569,0
Life,23669,2,0,69789,8.12,41062,77119,0
Life,28443,3,0,75282,4.43,64054,344612,0
Health,477325,1,0,92762,3.13,55666,393868,1
Financial,127259,2,1,2160,8.21,85410,336002,0
Life,296783,3,1,10609,2.94,99835,135209,0
Health,342800,2,0,59995,1.53,24169,268996,1
Health,12772,5,0,48515,4.24,32381,287221,0
Life,337379,0,1,14158,5.95,30443,65351,0
Vehicle,209673,1,0,20187,9.43,70652,441299,0
Vehicle,343660,5,0,62388,8.19,63370,283712,1
Financial,263826,1,1,70154,9.31,99966,163885,0
Life,169961,2,1,12884,3.83,25937,193490,0
Health,447633,5,0,53924,3.06,55546,152915,1
Vehicle,160201,5,1,74063,9.9,58537,316623,1
Financial,265803,1,0,9804,8.28,58953,359826,1
Vehicle,119154,1,1,26824,4.98,40711,302881,0
Financial,227845,3,1,91788,3.8,53190,82021,0
Health,338060,2,1,55245,5.23,22873,72470,0
Life,89454,4,0,23735,8.42,95609,404831,0
Life,499649,1,1,92273,8.55,56933,219662,0
Life,52398,3,0,89072,1.36,27654,183916,0
Health,236742,1,0,55169,4.48,31456,426313,1
Health,83976,5,1,54893,3.05,81634,445772,0
Financial,462929,1,0,91417,1.39,79200,208610,0
Health,249226,1,0,13732,4.7,81441,396846,1
Health,338802,1,1,95177,4.17,53282,390077,0
Vehicle,436389,2,1,23557,8.2,42072,277205,0
Health,281647,2,1,8924,1.36,99131,365492,0
Financial,387632,2,0,67045,8.06,88258,443170,1
Financial,181430,3,0,3192,6.21,30367,252534,1
Vehicle,78670,0,1,90315,7.77,70505,397100,1
Vehicle,269207,3,1,92029,6.46,35535,320052,1
Vehicle,412037,5,1,35243,4.19,44289,63828,1
Financial,391936,1,1,63167,1.04,98860,108946,0
Health,119454,4,0,17029,6.64,49013,403167,1
Health,309210,0,1,68922,9.76,91217,254453,0
Health,351051,5,0,3615,9.69,78660,92228,1
Health,288366,2,0,83425,0.25,60608,325543,1
Health,322701,4,1,95402,6.62,95453,370120,0
Financial,316748,2,1,72253,9.59,78191,109212,0
Health,242914,3,1,48152,0.04,87316,261012,0
Life,357568,0,1,93555,5.67,26922,137644,0
Vehicle,214359,0,0,57800,9.3,86165,166948,1
Financial,8369,4,1,57528,7.2,79699,110140,0
Financial,173292,1,0,60856,3.23,43954,151867,0
Health,232180,3,0,69490,6.66,57127,348553,1
Vehicle,213387,0,0,84019,1.07,52488,309172,1
Vehicle,52699,3,0,5468,0.43,88167,126324,0
Financial,388297,4,1,25692,3.57,68524,50016,0
Financial,452801,1,0,33133,8.62,74132,174066,0
Financial,254350,3,1,72399,5.6,66021,332076,1
Vehicle,9452,0,0,27092,6.32,28082,84797,0
Health,253315,5,1,99851,5.4,85346,263993,0
Financial,237622,1,1,7402,6.7,38408,247248,1
Health,381931,2,1,38038,2.92,32350,177547,0
Health,26206,0,1,78840,8.37,24256,301777,0
Life,399911,4,0,37383,9.53,75282,169855,0
Financial,480615,3,0,87275,9.97,42932,475592,1
Health,16008,5,0,55861,4.88,90515,234777,0
Vehicle,309592,5,0,61377,9.18,34497,416667,1
Vehicle,243656,3,1,82835,7.67,35998,356007,1
Financial,95088,2,1,28868,7.31,25101,228413,1
Life,369966,2,1,100000,3.36,83659,60961,0
Vehicle,453308,2,0,12094,9.34,56988,353864,0
Life,138874,0,1,58543,5.0,54150,480879,0
Financial,340684,2,0,3521,5.92,98797,466177,0
Vehicle,60930,2,0,84780,9.21,78662,233236,1
Vehicle,345277,3,1,7266,2.25,82248,402117,0
Life,444380,4,0,44381,0.76,79337,218845,1
Health,206322,5,0,74086,3.83,92306,418922,1
Financial,221329,2,1,6727,7.33,39007,436858,1
Health,308380,1,1,63373,5.8,74687,61928,0
Financial,90526,3,0,41082,7.09,88110,207808,0
Health,248655,3,1,89717,3.01,33854,262754,0
Health,226102,0,1,39779,3.75,31111,327863,0
Vehicle,117621,1,1,15715,2.71,57288,398394,0
Vehicle,235489,5,0,16416,2.98,41197,384403,1
Health,413066,1,1,69996,3.21,76892,278218,0
Health,64547,3,0,51112,4.76,34069,345189,0
Health,49172,0,1,36504,1.72,54736,142638,0
Life,427842,3,1,50628,2.8,87570,134293,0
Life,487265,0,1,62655,4.93,84439,92594,0
Health,380145,2,1,55973,0.35,99942,286016,0
Vehicle,177279,1,1,70517,7.09,40143,63489,1
Health,427097,3,0,24512,8.55,42596,203434,1
Vehicle,178233,5,1,87002,0.38,93871,417077,1
Vehicle,412565,2,1,58745,9.79,25934,134157,1
Health,119733,5,0,4784,9.19,68217,301846,1
Health,98585,0,1,55768,4.37,93826,89958,0
Financial,364750,3,1,57922,1.32,81159,322746,0
Health,52200,5,0,74666,0.66,39955,151181,0
Health,331435,3,0,23715,9.83,43240,96041,1
Health,495526,4,1,55183,1.79,24524,408906,0
Health,13693,4,1,90849,9.4,37537,455435,0
Life,57039,5,1,28136,8.39,38848,193170,0
Health,420772,2,0,2041,1.56,71054,386441,1
Vehicle,426755,2,1,38023,2.65,63197,327689,0
Vehicle,182229,5,1,33339,0.82,61701,280760,1
Vehicle,378903,2,0,95801,1.02,98078,90046,1
Vehicle,344856,3,0,9350,7.24,80586,164726,0
Health,113621,3,1,16445,6.37,35902,209707,0
Vehicle,466215,4,1,15684,8.04,52200,103000,1
Vehicle,127359,4,0,89997,9.71,45153,199380,1
Vehicle,301492,3,1,54849,0.69,94940,200836,1
Financial,169188,0,1,38535,0.58,46860,191353,0
Health,346895,4,0,23893,8.38,67908,263843,1
Financial,80364,3,1,10251,2.59,25329,341788,1
Health,213807,2,1,44751,1.95,30941,90423,0
Life,33154,2,0,2074,3.89,90117,86956,0
Vehicle,474303,2,1,52793,0.04,71514,321492,1
Life,258614,3,1,71243,9.42,69297,204036,0
Life,157096,3,0,33153,5.11,85167,494706,0
Life,246644,2,1,26283,9.25,32324,141187,0
Health,77673,3,1,75404,6.4,61511,341946,0
Life,383983,5,1,70726,9.59,83664,477321,0
Life,431059,3,1,73345,9.49,41941,254914,0
Life,230633,4,0,83535,2.28,56344,242958,0
Life,105730,5,0,67584,9.72,55329,70581,0
Life,407994,1,1,62188,5.28,20845,403978,0
Health,379321,5,0,47576,0.77,27610,172420,1
Health,223158,2,0,24803,6.72,63217,135215,1
Life,410297,2,0,97669,6.63,42178,162517,0
Life,171314,5,0,5516,2.25,66891,256982,0
Financial,267206,4,1,78036,7.36,24383,118176,0
Life,360404,0,1,60292,1.82,47222,64730,0
Financial,228105,4,0,61649,0.4,60779,93798,0
Vehicle,408067,2,0,48782,1.35,93428,247518,0
Vehicle,222836,3,0,53223,9.61,87588,432314,1
Health,233195,1,1,9167,0.66,52708,176092,0
Financial,309687,2,0,61873,4.92,74824,70571,0
Financial,227553,1,1,71429,6.76,69527,325132,0
Vehicle,75450,4,0,60498,3.97,62835,198329,1
Financial,401119,3,0,75638,6.17,25578,377861,1
Financial,299002,1,0,75812,0.03,51218,443966,1
Vehicle,402607,5,0,15176,6.91,80649,369418,1
Vehicle,231919,5,1,49234,7.79,40507,150368,1
Vehicle,494571,2,0,84514,3.66,84783,236595,1
Vehicle,426893,2,1,55311,4.28,53066,204288,1
Vehicle,350028,4,1,82979,4.0,99104,159970,1
Health,399122,4,1,88049,8.77,86300,355044,0
Financial,287587,2,0,29530,3.79,69506,176172,0
Health,466312,1,1,28542,5.3,65607,283157,0
Life,426486,4,0,85497,9.73,74114,283960,0
Life,127798,5,0,46926,6.94,75886,221619,0
Vehicle,256718,3,1,92770,4.81,40252,370024,1
Health,83731,2,1,34379,5.82,82792,445408,0
Life,28387,3,1,92763,3.49,33571,197014,0
Vehicle,332787,0,0,78162,5.74,25163,175093,1
Life,146442,1,0,89814,2.84,80661,198987,0
Vehicle,235846,2,0,35215,7.07,68581,93857,0
Financial,366469,1,1,84048,0.58,43770,186911,0
Health,190405,0,0,53906,1.53,34550,321663,1
Financial,79182,4,1,85890,6.85,55779,425584,1
Vehicle,410968,1,0,49788,1.47,94718,125223,0
Financial,183745,1,1,34699,4.98,26178,472824,1
Financial,432684,3,1,36408,2.15,90051,418713,0
Health,276154,2,0,53880,3.54,86055,443417,1
Life,107219,3,0,82705,6.48,57654,272563,0
Vehicle,178943,5,1,48896,6.93,70353,392772,1
Health,397137,3,0,53003,5.71,94567,160039,1
Health,194317,3,0,602,6.58,31860,109713,1
Financial,375409,0,0,70404,0.26,67263,302534,0
Vehicle,375027,3,0,30087,5.18,85708,342681,0
Life,131056,0,0,87358,4.76,60406,392427,0
Vehicle,239236,1,1,40130,3.82,42300,457818,0
Financial,369959,0,0,13839,0.07,51528,177523,0
Financial,152428,0,0,6693,4.45,59956,282956,0
Life,471142,2,1,53502,4.94,92735,111004,0
Health,465145,0,1,34064,9.95,59472,462742,0
Health,277672,4,0,73149,0.58,93755,319845,1
Health,331838,1,1,95615,6.71,90128,148589,0
Life,35931,2,0,45185,1.73,83138,290204,0
Financial,357593,4,1,64515,9.75,66460,472270,1
Vehicle,144068,0,1,31818,4.68,54321,429611,0
Health,435293,4,1,54663,7.79,27557,249814,0
Financial,205479,0,0,88215,2.25,42797,390436,1
Financial,105605,3,0,61131,1.38,95155,496431,1
Vehicle,472329,5,1,67143,3.29,46623,276240,1
Life,263521,2,1,6124,4.38,41471,94341,0
Health,43285,4,1,36466,3.92,35903,466335,0
Health,463254,2,0,81679,0.66,67394,489934,1
Vehicle,100310,3,1,74796,6.46,90439,485904,1
Health,352474,0,0,26945,4.29,69723,384905,1
Vehicle,432260,1,1,30481,4.12,38180,423544,0
Vehicle,367971,4,1,83235,0.09,79147,380802,1
Vehicle,334899,5,0,14556,3.94,51421,431269,1
Financial,78231,0,1,24723,0.21,93264,454026,0
Life,402558,2,1,15953,6.25,93056,103580,0
Life,275410,0,1,30426,9.07,24235,235310,0
Vehicle,178304,4,1,16709,4.73,44888,310196,1
Health,313483,5,0,70757,5.15,99086,331287,1
Health,425225,5,0,25242,5.77,69691,149571,1
Financial,115939,3,0,46399,8.88,73910,333667,0
Vehicle,102602,2,1,55572,8.73,38072,177618,1
Life,131176,3,1,27509,2.59,51499,408962,0
Vehicle,327095,0,1,40689,7.88,42294,173738,0
Life,456598,4,0,85770,7.42,62184,210888,0
Financial,79680,0,1,64346,5.26,93856,286149,0
Vehicle,243516,2,0,29118,2.25,23659,362299,0
Vehicle,13837,0,0,86159,9.38,29864,366534,1
Health,305192,5,0,51086,2.33,69469,135179,1
Life,426634,0,1,33847,9.38,58783,97171,0
Financial,407022,0,1,20764,3.53,69505,182371,0
Life,78145,1,1,5337,1.25,99055,450925,0
Health,288078,3,1,85368,8.52,79264,260055,0
Life,424747,5,0,92650,3.34,80835,241969,0
Health,218697,1,1,34689,0.25,62390,66063,0
Health,96394,2,1,53938,6.2,65476,58116,0
Health,278039,1,0,71026,8.95,76447,76661,1
Health,175699,3,0,28689,1.14,29628,277817,1
Life,301602,1,1,27678,1.95,84828,495966,0
Vehicle,225532,5,0,68741,0.52,55954,204408,1
Vehicle,397342,5,1,52301,9.9,53204,165133,1
Financial,56273,0,0,33883,1.17,90411,132912,0
Vehicle,236939,0,1,1657,2.99,25806,421405,0
Vehicle,249116,4,0,81158,6.6,50438,145103,1
Financial,130505,4,0,30660,7.47,68528,331676,0
Financial,46080,1,0,45471,7.53,66754,63173,0
Health,75855,3,0,9618,2.45,84334,227958,0
Life,476510,3,0,23424,6.56,53240,478717,0
Vehicle,293721,1,1,52234,9.6,78997,337436,1
Financial,40526,3,1,55374,1.05,43197,498862,1
Financial,165920,3,1,67621,7.61,47389,469660,1
Financial,298996,4,1,3852,8.76,76052,421187,1
Financial,396038,1,0,82104,6.99,58796,492803,1
Life,21541,4,1,77684,2.38,82872,156328,0
Life,262291,4,1,85794,1.43,24737,209287,0
Financial,278593,4,1,68106,5.96,21426,127906,1
Vehicle,390094,2,0,57118,9.86,39572,84489,1
Life,88223,3,0,61213,4.93,96612,406291,0
Health,77684,2,0,80117,9.9,57591,291055,0
Financial,163286,5,1,79629,4.43,84710,326061,0
Financial,49096,0,0,99051,7.48,22817,312491,1
Health,272230,3,1,42447,0.16,23078,97352,0
Vehicle,103871,1,1,74309,6.13,98013,364092,1
Vehicle,405453,0,0,85511,1.23,92142,107540,1
Vehicle,98326,5,0,77254,7.35,57138,158572,1
Vehicle,11604,4,0,64309,4.53,37120,357090,1
Life,374794,4,0,67541,2.65,38881,362756,0
Vehicle,176836,1,0,30897,3.28,42005,84407,0
Life,286309,5,1,50256,4.65,85712,431139,0
Vehicle,257034,3,1,69129,7.71,50389,469256,1
Financial,351106,3,1,36997,1.5,23947,134416,1
Financial,16140,4,1,56890,2.34,76657,238938,0
Health,12710,5,0,90650,8.87,58888,359632,0
Health,347762,0,1,77174,8.35,85815,416986,0
Life,165760,5,0,59341,0.83,39532,243978,1
Financial,383776,0,1,48249,9.6,33425,145315,0
Life,66954,1,0,15206,2.95,91707,123560,0
Life,143764,4,1,32820,9.43,71254,247303,0
Financial,315746,5,1,76433,4.06,46298,132047,0
Financial,30013,0,1,86123,6.57,95129,144414,0
Vehicle,90407,3,1,56094,9.38,42080,239459,1
Life,406348,2,0,81243,5.32,76452,138222,0
Health,284372,4,1,75591,7.9,33431,87539,0
Health,459659,0,1,78666,8.74,52224,185233,0
Life,326993,2,1,66077,2.01,41864,355570,0
Vehicle,7086,1,1,90271,5.41,98085,390308,1
Vehicle,368738,2,0,39898,5.23,44026,382159,0
Financial,439664,5,1,50332,3.2,81743,252215,0
Health,25500,1,0,6723,2.52,40410,499223,0
Vehicle,30035,0,1,30154,2.34,21202,185078,0
Health,480130,4,1,98388,9.13,99480,115398,0
Financial,224246,1,1,21242,4.81,65531,259495,0
Vehicle,413718,5,1,18664,7.88,42144,185911,1
Life,442586,4,0,46691,7.23,51204,368425,0
Financial,406688,0,0,69806,5.32,81332,191215,0
Vehicle,59365,5,1,27382,6.68,37015,302603,1
Health,273488,4,0,34352,9.47,30121,318709,1
Financial,492003,4,0,77737,5.53,76397,60826,0
Life,84707,4,0,67260,8.33,95959,455789,0
Financial,428474,1,0,3834,6.16,56215,133046,0
Vehicle,365928,1,1,44966,9.33,42550,316193,0
Vehicle,103021,3,1,47884,2.61,90161,251000,0
Financial,466207,4,0,28828,9.0,88870,342074,0
Life,160550,1,1,93791,4.15,38125,185123,0
Life,65209,1,1,32316,2.74,51642,423590,0
Financial,214376,0,1,94584,2.03,83241,466917,1
Vehicle,146990,1,0,21263,6.23,96965,299894,0
Life,442951,3,1,43890,3.04,84184,432152,0
Vehicle,430912,0,0,79497,5.61,29001,178635,1
Vehicle,447901,3,1,16172,8.4,57040,330490,0
Life,368238,1,1,64692,6.06,84467,206671,0
Life,356355,2,1,2827,4.45,77019,413563,0
Health,27598,0,1,94809,6.62,72554,131822,0
Vehicle,346758,4,1,61682,2.91,29768,408220,1
Vehicle,187303,3,1,85873,6.34,74541,497901,1
Financial,57703,0,1,41535,2.38,70783,240418,0
Financial,266251,2,1,70179,3.9,38496,230209,1
Vehicle,148366,4,1,15995,4.56,43971,486299,1
Life,38750,1,1,76948,4.43,24418,332722,0
Health,178460,3,0,23507,2.82,94007,412333,1
Financial,15932,4,0,59438,2.17,47490,79748,0
Vehicle,26227,1,0,16054,5.69,55207,343327,0
Health,19293,2,0,74526,2.01,55823,135281,0
Financial,152909,2,1,80150,4.1,36042,59153,0
Financial,99276,1,0,23240,1.56,86880,183151,0
Health,395913,4,0,71680,5.25,44400,264874,1
Financial,429972,3,0,67353,4.74,87287,226724,0
Financial,91269,0,0,22405,7.94,66565,337071,1
Financial,176125,4,1,20331,5.09,20157,359476,1
Vehicle,159205,0,1,23939,9.43,65083,137737,0
Life,127402,3,0,5667,2.27,95917,349987,0
Life,390056,4,1,55154,9.36,79719,131093,0
Health,389496,4,1,45761,0.11,60411,212693,0
Health,223248,4,0,33099,0.32,85175,120653,1
Vehicle,473301,2,1,9394,0.72,22770,245037,0
Financial,165985,3,1,70089,4.66,65098,434556,1
Life,297280,4,0,89857,8.23,74623,236771,0
Health,106808,1,1,56145,8.35,78359,227361,0
Vehicle,445030,0,0,4241,5.99,73693,354753,0
Life,436999,2,0,94225,6.11,32097,348875,0
Financial,242651,0,0,14707,1.13,73690,196501,0
Financial,447047,5,1,67498,4.53,59779,176428,0
Financial,395370,3,1,82277,6.89,25120,146673,1
Vehicle,402737,2,1,10953,4.51,83516,336423,0
Life,379933,0,0,74915,3.96,80164,93108,0
Vehicle,306281,0,1,4005,3.75,21561,247294,0
Life,161308,2,0,28270,7.4,75362,84779,0
Financial,262466,2,0,45170,4.89,23397,492138,1
Financial,239873,1,1,2535,6.83,84292,455976,1
Financial,432199,1,0,31677,2.71,53941,441304,1
Health,492409,5,0,43374,0.7,91845,100575,1
Life,117137,0,1,12863,8.39,69169,493764,0
Financial,463778,5,1,78300,10.0,37238,78648,0
Life,122639,4,1,90221,9.08,60824,452565,0
Financial,48436,2,1,4680,0.7,27976,445872,1
Life,26433,0,0,77297,7.66,81611,489523,0
Vehicle,461561,2,1,23133,6.96,28953,100075,0
Life,257868,5,1,73913,9.75,97724,225164,0
Vehicle,431645,5,1,94257,1.0,77332,261764,1
Life,117539,0,0,91880,3.04,54551,151701,0
Life,434593,1,1,48426,9.21,81650,71181,0
Vehicle,204439,3,0,85864,2.97,46846,288368,1
Life,201652,4,0,54948,8.98,71231,313458,0
Life,178935,3,0,8039,3.93,41507,496364,0
Health,296600,4,0,21743,3.32,35875,171877,1
Vehicle,80758,2,0,5299,2.64,64727,378979,0
Health,81427,1,0,4166,4.63,25627,282345,0
Life,309855,1,1,57592,9.78,54392,257190,0
Health,151033,2,0,1483,2.22,75581,484998,1
Health,479100,1,1,20168,5.63,30499,403360,0
Financial,379049,5,1,2172,1.0,67781,171900,0
Financial,330588,5,0,95133,2.13,23202,451968,1
Financial,315117,2,0,45718,1.02,56327,84868,0
Health,170262,0,0,99510,4.49,62819,129767,1
Financial,484326,3,1,54480,3.55,25227,163030,1
Vehicle,69784,4,1,89466,1.08,71908,386579,1
Life,162969,5,0,99674,3.8,78818,198541,0
Vehicle,45140,2,1,57991,6.69,63904,469070,1
Health,97978,1,1,7286,3.43,84103,101008,0
Vehicle,139822,4,0,77551,8.55,65873,437430,1
Life,94002,2,0,75833,8.31,80399,432841,0
Financial,392955,4,1,57174,6.87,38040,72047,0
Vehicle,156264,2,0,64022,2.3,72455,445711,1
Life,427450,5,1,23698,5.15,31401,170185,0
Financial,189034,4,0,4021,4.57,26686,251959,1
Life,307581,5,1,59603,5.79,23538,102446,0
Vehicle,321715,3,0,72354,1.63,27685,213370,1
Life,409912,1,1,37166,4.05,49140,479422,0
Vehicle,251246,0,1,87023,2.6,72258,422440,1
Financial,438860,3,1,96297,6.89,58488,162873,0
Financial,404315,4,1,60580,0.86,23462,297843,1
Life,389068,0,0,49662,2.08,57187,467549,0
Vehicle,121371,1,1,42868,4.24,31271,358098,0
Health,145446,0,0,80734,4.13,24019,260018,1
Health,65789,4,1,69924,5.65,30750,99772,0
Financial,325822,1,1,22284,6.64,37042,459932,1
Health,472158,3,1,96153,1.69,37386,399996,0
Vehicle,57483,5,0,83484,9.03,51016,299982,1
Life,381122,1,0,35392,6.07,78210,320791,0
Vehicle,457023,2,1,9475,6.2,63592,366621,0
Life,217791,2,0,20324,9.8,74908,467374,0
Life,258164,3,1,92063,4.54,58304,129516,0
Health,240114,5,0,35271,4.14,43823,309291,1
Financial,169501,0,1,77298,5.18,77288,124243,0
Financial,158009,0,0,72337,3.69,52109,408926,1
Financial,286529,1,0,70310,7.3,61027,206794,0
Health,294512,5,0,40014,2.82,73455,319674,1
Vehicle,421213,3,0,38121,9.89,21251,362674,0
Health,133115,0,1,64119,5.21,71499,238562,0
Financial,107681,5,0,15133,6.92,30733,408673,1
Financial,175196,4,0,88295,5.12,32682,488779,1
Health,166243,3,1,81968,9.69,28069,351531,0
Health,124915,4,0,82241,3.88,76980,104973,1
Vehicle,378400,0,1,10446,3.43,64697,221100,0
Vehicle,390248,1,0,89342,8.5,29816,98227,1
Vehicle,239736,0,1,25456,6.81,41340,414027,0
Financial,129893,2,1,44419,5.71,85539,359182,0
Life,98071,5,1,28414,2.85,64021,349885,0
Health,57273,1,0,82170,4.93,70705,240075,0
Life,399389,2,1,97950,9.49,40410,236976,0
Health,254553,4,0,97723,9.16,36883,160008,1
Vehicle,321328,2,0,60685,1.41,84283,138178,1
Life,387607,0,0,68733,6.51,70644,488668,0
Financial,205094,2,1,18676,6.88,42820,123509,0
Financial,431388,5,0,94994,0.49,38400,259581,1
Health,127748,3,0,56545,8.98,42987,212104,1
Financial,430674,0,0,84766,1.34,82486,387053,0
Life,409264,2,1,67450,3.23,61055,145845,0
Vehicle,201977,5,1,47459,1.73,76438,398249,1
Financial,279423,0,1,76963,8.02,50725,102490,0
Health,9173,5,1,91912,9.85,84185,79885,0
Vehicle,80393,1,1,29639,4.25,47760,463331,0
Vehicle,362958,2,1,48389,3.5,39461,192459,0
Life,66691,0,1,2169,9.16,84422,257306,0
Financial,478649,0,0,80654,5.17,31285,196327,1
Vehicle,434416,2,1,49979,8.17,65892,108815,0
Financial,470158,1,1,3684,3.6,23463,255097,1
Health,151734,5,1,13888,6.72,64770,132414,0
Life,314187,4,0,12103,8.08,42353,443519,0
Health,453771,0,1,17736,5.42,90789,74094,0
Vehicle,406713,0,1,14387,2.62,41766,385664,0
Vehicle,459413,3,0,59253,1.37,56645,124528,1
Vehicle,421759,0,0,96618,4.96,95584,65368,1
Financial,372361,4,0,6770,7.26,83027,337763,0
Health,28751,4,1,80446,0.56,76714,121635,0
Vehicle,298579,5,0,36503,5.27,50775,249867,1
Vehicle,270656,3,1,20783,6.25,85563,333876,0
Vehicle,126898,5,0,70141,4.89,53842,214622,1
Health,176520,1,0,84836,1.05,99389,271670,1
Health,146027,4,1,52577,7.89,22322,266491,0
Life,458995,3,1,17725,0.31,47591,117284,1
Financial,426107,0,0,1490,1.54,46833,461414,1
Financial,9609,4,1,85167,4.67,80709,254248,0
Financial,366224,1,0,93519,7.1,65274,437974,1
Financial,474644,0,1,50707,0.87,95600,416415,0
Health,434862,4,0,22091,3.39,91800,321898,1
Vehicle,440250,4,0,27158,0.25,43705,410393,1
Vehicle,445258,3,0,79014,3.79,28355,355771,1
Vehicle,263602,4,0,60864,4.74,70453,160628,1
Vehicle,417929,5,1,52443,0.2,61450,490643,1
Life,226412,1,0,33846,4.03,49158,187262,0
Health,93659,3,0,56945,4.18,86415,154644,0
Vehicle,381547,5,1,11992,9.67,46434,484838,1
Life,6138,3,0,26223,3.13,85233,233300,0
Financial,114778,2,1,11663,6.64,69570,486406,1
Life,61834,0,1,74620,4.46,64441,263538,0
Health,360964,1,0,66999,9.19,69825,296672,1
Health,187217,3,1,79389,5.77,72023,159393,0
Life,12458,0,1,74560,7.54,34530,371062,0
Health,174470,1,0,7285,6.77,22946,211321,1
Financial,449563,5,0,90285,9.74,60657,353176,1
Vehicle,274841,5,1,89147,2.04,72508,358529,1
Financial,181939,5,0,72834,3.44,76972,233559,0
Vehicle,133660,1,1,65060,9.13,23823,194413,1
Health,334533,4,0,70545,5.91,58846,375642,1
Life,206312,4,1,98082,4.19,83980,261886,0
Health,439049,4,0,32248,2.39,28828,374730,1
Health,406537,0,1,36205,7.42,73876,396111,0
Life,376671,3,0,15596,7.0,90554,54802,0
Financial,355320,2,1,26944,0.13,63161,115458,0
Vehicle,369280,0,0,64852,9.67,45461,323125,1
Vehicle,12652,3,0,38401,4.12,69804,216141,0
Life,244778,4,0,46409,2.74,86896,60259,0
Health,404443,0,0,78130,7.53,39652,470926,1
Life,62096,4,1,28942,3.01,70030,61945,0
Life,470287,1,1,62528,5.19,75806,191523,0
Life,144162,4,1,7287,8.66,22305,351637,0
Life,484514,5,0,85001,1.3,56816,468107,0
Vehicle,211480,1,1,94821,2.63,96177,199424,1
Health,296494,3,0,52401,0.7,41028,400459,1
Financial,53788,4,0,51546,4.36,31691,115850,0
Vehicle,85632,2,1,23814,1.37,32883,475994,0
Health,62137,1,0,91674,6.86,37858,388223,0
Vehicle,254877,3,1,36400,3.63,33618,393562,0
Life,439485,3,1,8184,4.89,36768,182621,0
Vehicle,355904,2,1,53635,8.67,88048,169878,1
Financial,107244,4,0,12313,6.75,64580,126171,0
Health,328984,1,0,53104,6.33,92716,431541,1
Financial,487796,1,1,82934,6.32,55901,291153,1
Life,65885,4,0,64386,5.27,20839,352939,0
Health,325686,1,1,52727,7.61,75110,475860,0
Vehicle,78833,3,1,42947,4.75,31090,431024,0
Health,337832,5,0,51858,2.59,20185,469164,1
Health,214811,0,1,71730,8.72,89364,66722,0
Financial,272655,1,1,81008,1.09,53216,352462,1
Vehicle,274606,0,1,98236,1.04,84748,210693,1
Health,308662,1,0,99027,1.27,97807,118166,1
Vehicle,343945,0,0,98789,1.86,43683,105676,1
Life,326687,4,1,71741,3.86,87057,81348,0
Vehicle,358942,1,0,51584,0.44,60641,92745,1
Financial,137707,0,1,90701,7.86,74663,481102,1
Vehicle,21949,1,0,29279,3.88,91972,434848,0
Life,224679,5,1,54851,6.04,54717,121904,0
Financial,90451,0,0,80177,2.92,58286,441770,1
Life,306892,3,1,55739,7.11,25178,96175,0
Financial,298259,4,1,48997,4.46,57060,199949,0
Life,488478,5,0,86729,1.04,84721,230756,0
Life,115769,2,1,84412,7.84,40531,91156,0
Health,397498,0,1,56669,8.04,68090,477587,0
Vehicle,239926,5,1,41601,0.93,60392,277585,1
Life,391882,2,1,3485,8.67,92735,360246,0
Health,56158,3,0,18611,7.47,93177,450456,0
Health,115584,2,1,13015,8.85,85320,332265,0
Life,50526,0,0,10289,5.27,36548,122684,0
Financial,247732,3,0,80156,9.11,54471,256404,0
Financial,119349,5,0,81454,2.96,27870,52890,0
Health,362141,4,1,37907,0.26,36913,76668,0
Vehicle,117135,5,1,94893,1.59,22403,308319,1
Life,221277,3,1,51519,5.48,32254,50894,0
Vehicle,164032,4,0,56773,5.18,53287,208415,1
Vehicle,201903,1,1,46982,6.41,53249,141934,0
Health,484237,2,1,47423,1.71,84830,110387,0
Health,226024,2,1,92515,1.74,96760,489127,0
Vehicle,383774,5,1,68795,3.06,58144,489116,1
Financial,161996,4,0,80904,8.63,57933,387342,1
Life,36972,2,1,58275,8.49,67454,469276,0
Financial,214296,2,0,6623,5.27,49270,145739,0
Financial,66973,4,1,82642,7.11,81668,371005,0
Vehicle,261451,0,1,99012,4.2,75631,195669,1
Health,50914,4,1,55636,1.59,81972,266017,0
Life,171900,1,1,48529,2.49,28626,388537,0
Health,488304,2,0,72749,7.32,82811,64108,1
Life,306848,1,1,65888,0.96,76301,205967,1
Financial,404003,5,0,7410,6.82,85427,481104,1
Health,475580,4,1,6108,2.67,72118,79815,0
Financial,231766,2,1,15497,7.9,97930,208270,0
Life,422686,0,1,73405,6.01,99793,169066,0
Financial,412672,5,0,37871,6.76,60928,165525,0
Life,486108,3,1,30286,1.64,57599,76749,0
Life,318708,4,1,87758,9.46,22829,147107,0
Vehicle,69060,2,0,86698,7.41,91967,116926,1
Vehicle,496736,1,1,41954,5.3,42188,388477,0
Life,33282,4,1,95361,4.36,66255,357580,0
Vehicle,226738,0,1,37817,3.97,84511,342715,0
Health,72933,1,0,36062,8.5,44398,348162,0
Vehicle,415689,5,1,44292,6.46,25289,111109,1
Health,247885,2,1,6930,3.64,80185,265911,0
Financial,78179,3,0,87864,8.51,69770,104613,0
Financial,96099,1,0,76822,3.8,89225,261665,0
Financial,338814,5,0,29559,4.42,40785,450222,1
Financial,348517,3,0,89412,4.25,77446,499978,1
